AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Detroit - 2014-01-19,Central,Commercial,Detroit,2014-01-19,65200.0,16600,52.0,482.0,1.61,19.48,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID5.6496,Yes,,,
Detroit - 2014-01-20,Central,Commercial,Detroit,2014-01-20,75279.0,16600,31.0,432.0,0.87,20.99,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9275,Yes,,,
Detroit - 2014-01-21,Central,Commercial,Detroit,2014-01-21,41530.0,16600,10.0,78.0,1.11,14.6,0.070418459,In Store Credit Card Signup Discount; ID1.471,No,,,
Detroit - 2014-01-22,Central,Commercial,Detroit,2014-01-22,33977.0,16600,10.0,90.0,1.26,17.31,0.070418459,In Store Credit Card Signup Discount; ID3.4967,No,,,
Detroit - 2014-01-23,Central,Commercial,Detroit,2014-01-23,31522.0,16600,19.0,80.0,1.54,14.23,0.070418459,In Store Credit Card Signup Discount; ID11.7278,No,,,
Detroit - 2014-01-24,Central,Commercial,Detroit,2014-01-24,34199.0,16600,21.0,128.0,1.62,16.12,0.070418459,Feb. In Store Credit Card Signup Discount; ID9.872,No,,,
Detroit - 2014-01-25,Central,Commercial,Detroit,2014-01-25,43275.0,16600,24.0,173.0,1.12,15.56,0.070418459,Feb. In Store Credit Card Signup Discount; ID6.656,No,,2250.0,
Detroit - 2014-01-26,Central,Commercial,Detroit,2014-01-26,38942.0,16600,19.0,158.0,1.15,13.64,0.074267155,Feb. In Store Credit Card Signup Discount; ID6.3826,No,,,
Detroit - 2014-01-27,Central,Commercial,Detroit,2014-01-27,36602.0,16600,13.0,78.0,0.81,19.06,0.074267155,Feb. In Store Credit Card Signup Discount; ID11.7647,No,,,
Detroit - 2014-01-28,Central,Commercial,Detroit,2014-01-28,29872.0,16600,19.0,87.0,0.68,11.57,0.074267155,Feb. In Store Credit Card Signup Discount; ID21.515,No,,,
Detroit - 2014-01-29,Central,Commercial,Detroit,2014-01-29,30182.0,16600,12.0,87.0,1.01,16.68,0.074267155,Feb. In Store Credit Card Signup Discount; ID23.1503,No,,,
Detroit - 2014-01-30,Central,Commercial,Detroit,2014-01-30,25289.0,16600,24.0,84.0,1.01,14.16,0.074267155,Feb. In Store Credit Card Signup Discount; ID29.5543,No,,,
Detroit - 2014-01-31,Central,Commercial,Detroit,2014-01-31,36135.0,16600,22.0,96.0,1.51,8.06,0.074267155,Feb. In Store Credit Card Signup Discount; ID8.0866,No,,,
Detroit - 2014-02-01,Central,Commercial,Detroit,2014-02-01,39572.0,16600,18.0,171.0,1.71,11.02,0.074267155,Feb. In Store Credit Card Signup Discount; ID1.6846,No,,1250.0,0.0147298669999999
Detroit - 2014-02-02,Central,Commercial,Detroit,2014-02-02,26361.0,16600,15.0,96.0,0.95,11.59,0.077324547,In Store Credit Card Signup Discount; ID3.623,No,,,
Detroit - 2014-02-03,Central,Commercial,Detroit,2014-02-03,30269.0,16600,11.0,78.0,0.96,6.46,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.21,No,,,
Detroit - 2014-02-04,Central,Commercial,Detroit,2014-02-04,29293.0,16600,11.0,54.0,0.92,11.02,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.353,No,,,
Detroit - 2014-02-05,Central,Commercial,Detroit,2014-02-05,31701.0,16600,13.0,63.0,0.88,9.26,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.2371,No,,,
Detroit - 2014-02-06,Central,Commercial,Detroit,2014-02-06,31567.0,16600,22.0,69.0,0.53,12.32,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.2288,No,,,
Detroit - 2014-02-07,Central,Commercial,Detroit,2014-02-07,31933.0,16600,18.0,111.0,1.11,13.1,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID12.9121,No,,,
Detroit - 2014-02-08,Central,Commercial,Detroit,2014-02-08,46831.0,16600,35.0,207.0,1.05,12.89,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.3296,No,,4000.0,
Detroit - 2014-02-09,Central,Commercial,Detroit,2014-02-09,40855.0,16600,21.0,147.0,1.19,10.05,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4294,No,,,
Detroit - 2014-02-10,Central,Commercial,Detroit,2014-02-10,32058.0,16600,15.0,75.0,0.41,6.78,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.6219,No,,,
Detroit - 2014-02-11,Central,Commercial,Detroit,2014-02-11,34608.0,16600,11.0,96.0,0.79,12.36,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID18.1058,No,,,
Detroit - 2014-02-12,Central,Commercial,Detroit,2014-02-12,34226.0,16600,18.0,102.0,0.53,13.05,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.2207,No,,,
Detroit - 2014-02-13,Central,Commercial,Detroit,2014-02-13,42396.0,16600,22.0,135.0,0.62,8.96,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No,,,
Detroit - 2014-02-14,Central,Commercial,Detroit,2014-02-14,39003.0,16600,25.0,180.0,1.12,9.3,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No,,,
Detroit - 2014-02-15,Central,Commercial,Detroit,2014-02-15,85262.0,16600,53.0,671.0,1.19,14.92,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes,,1000.0,
Detroit - 2014-02-16,Central,Commercial,Detroit,2014-02-16,88555.0,16600,45.0,594.0,1.11,13.12,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes,,,
Detroit - 2014-02-17,Central,Commercial,Detroit,2014-02-17,53026.0,16600,41.0,458.0,0.43,11.39,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes,,,
Detroit - 2014-02-18,Central,Commercial,Detroit,2014-02-18,33611.0,16600,16.0,69.0,0.55,11.33,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No,,,
Detroit - 2014-02-19,Central,Commercial,Detroit,2014-02-19,31782.0,16600,17.0,91.0,0.23,11.91,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No,,,
Detroit - 2014-02-20,Central,Commercial,Detroit,2014-02-20,34441.0,16600,18.0,72.0,0.22,14.88,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No,,,
Detroit - 2014-02-21,Central,Commercial,Detroit,2014-02-21,37611.0,16600,27.0,96.0,0.69,14.01,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No,,,
Detroit - 2014-02-22,Central,Commercial,Detroit,2014-02-22,30007.0,16600,29.0,175.0,0.93,11.15,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No,,-2750.0,
Detroit - 2014-02-23,Central,Commercial,Detroit,2014-02-23,33402.0,16600,18.0,118.0,0.55,9.05,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No,,,
Detroit - 2014-02-24,Central,Commercial,Detroit,2014-02-24,40095.0,16600,10.0,64.0,0.25,9.67,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No,,,
Detroit - 2014-02-25,Central,Commercial,Detroit,2014-02-25,30267.0,16600,14.0,69.0,0.62,12.55,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No,,,
Detroit - 2014-02-26,Central,Commercial,Detroit,2014-02-26,29979.0,16600,14.0,73.0,0.24,12.18,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No,,,
Detroit - 2014-02-27,Central,Commercial,Detroit,2014-02-27,33936.0,16600,19.0,67.0,0.19,8.53,0.095962363,In Store Credit Card Signup Discount; ID19.913,No,,,
Detroit - 2014-02-28,Central,Commercial,Detroit,2014-02-28,34962.0,16600,20.0,88.0,0.89,7.83,0.095962363,In Store Credit Card Signup Discount; ID19.7957,No,,,
Detroit - 2014-03-01,Central,Commercial,Detroit,2014-03-01,49475.0,16600,24.0,152.0,0.65,9.25,0.095962363,March In Store Credit Card Signup Discount; ID2.0794,No,,-4000.0,0.015692728
Detroit - 2014-03-02,Central,Commercial,Detroit,2014-03-02,43561.0,16600,21.0,121.0,0.22,6.94,0.151463806,March In Store Credit Card Signup Discount; ID2.1069,No,,,
Detroit - 2014-03-03,Central,Commercial,Detroit,2014-03-03,39526.0,16600,14.0,73.0,0.3,9.3,0.151463806,March In Store Credit Card Signup Discount; ID8.4497,No,,,
Detroit - 2014-03-04,Central,Commercial,Detroit,2014-03-04,28838.0,16600,12.0,69.0,0.16,8.28,0.151463806,March In Store Credit Card Signup Discount; ID4.7852,No,,,
Detroit - 2014-03-05,Central,Commercial,Detroit,2014-03-05,38510.0,16600,16.0,76.0,0.77,9.23,0.151463806,March In Store Credit Card Signup Discount; ID10.604,No,,,
Detroit - 2014-03-06,Central,Commercial,Detroit,2014-03-06,36378.0,16600,29.0,82.0,0.24,8.2,0.151463806,March In Store Credit Card Signup Discount; ID17.04,No,,,
Detroit - 2014-03-07,Central,Commercial,Detroit,2014-03-07,30400.0,16600,19.0,97.0,0.98,15.4,0.151463806,March In Store Credit Card Signup Discount; ID15.2624,No,,,
Detroit - 2014-03-08,Central,Commercial,Detroit,2014-03-08,47267.0,16600,22.0,173.0,1.12,11.18,0.151463806,March In Store Credit Card Signup Discount; ID18.7789,No,,-2750.0,
Detroit - 2014-03-09,Central,Commercial,Detroit,2014-03-09,40032.0,16600,33.0,125.0,0.59,12.71,0.163077794,March In Store Credit Card Signup Discount; ID9.8207,No,,,
Detroit - 2014-03-10,Central,Commercial,Detroit,2014-03-10,34182.0,16600,19.0,79.0,0.61,9.6,0.163077794,March In Store Credit Card Signup Discount; ID5.5896,No,,,
Detroit - 2014-03-11,Central,Commercial,Detroit,2014-03-11,34946.0,16600,10.0,70.0,0.38,8.07,0.163077794,March In Store Credit Card Signup Discount; ID27.6825,No,,,
Detroit - 2014-03-12,Central,Commercial,Detroit,2014-03-12,44604.0,16600,15.0,79.0,0.65,8.55,0.163077794,March In Store Credit Card Signup Discount; ID27.7854,No,,,
Detroit - 2014-03-13,Central,Commercial,Detroit,2014-03-13,38114.0,16600,21.0,85.0,0.61,12.62,0.163077794,March In Store Credit Card Signup Discount; ID8.2559,No,,,
Detroit - 2014-03-14,Central,Commercial,Detroit,2014-03-14,36964.0,16600,18.0,143.0,0.81,10.12,0.163077794,March In Store Credit Card Signup Discount; ID21.1979,No,,,
Detroit - 2014-03-15,Central,Commercial,Detroit,2014-03-15,49262.0,16600,24.0,213.0,0.74,12.96,0.163077794,March In Store Credit Card Signup Discount; ID44.7591,No,,-3000.0,
Detroit - 2014-03-16,Central,Commercial,Detroit,2014-03-16,52127.0,16600,19.0,158.0,0.78,10.87,0.139567845,March In Store Credit Card Signup Discount; ID45.6944,No,,,
Detroit - 2014-03-17,Central,Commercial,Detroit,2014-03-17,37444.0,16600,11.0,94.0,0.5,9.07,0.139567845,March In Store Credit Card Signup Discount; ID9.1946,No,,,
Detroit - 2014-03-18,Central,Commercial,Detroit,2014-03-18,34636.0,16600,13.0,82.0,0.49,12.09,0.139567845,March In Store Credit Card Signup Discount; ID52.6521,No,,,
Detroit - 2014-03-19,Central,Commercial,Detroit,2014-03-19,41809.0,16600,15.0,104.0,0.21,8.11,0.139567845,March In Store Credit Card Signup Discount; ID49.0458,No,,,
Detroit - 2014-03-20,Central,Commercial,Detroit,2014-03-20,38304.0,16600,24.0,98.0,0.18,10.99,0.139567845,March In Store Credit Card Signup Discount; ID8.0222,No,,,
Detroit - 2014-03-21,Central,Commercial,Detroit,2014-03-21,41669.0,16600,29.0,134.0,0.52,10.09,0.139567845,March In Store Credit Card Signup Discount; ID48.8863,No,,,
Detroit - 2014-03-22,Central,Commercial,Detroit,2014-03-22,54073.0,16600,24.0,211.0,1.23,10.61,0.139567845,March In Store Credit Card Signup Discount; ID55.796,No,,-4500.0,
Detroit - 2014-03-23,Central,Commercial,Detroit,2014-03-23,43485.0,16600,20.0,153.0,0.63,12.47,0.120437591,March In Store Credit Card Signup Discount; ID22.2764,No,,,
Detroit - 2014-03-24,Central,Commercial,Detroit,2014-03-24,34400.0,16600,11.0,86.0,0.52,9.66,0.120437591,March In Store Credit Card Signup Discount; ID53.0488,No,,,
Detroit - 2014-03-25,Central,Commercial,Detroit,2014-03-25,35297.0,16600,12.0,104.0,0.57,13.1,0.120437591,In Store Credit Card Signup Discount; ID65.6348,No,,,
Detroit - 2014-03-26,Central,Commercial,Detroit,2014-03-26,38020.0,16600,17.0,107.0,0.38,10.19,0.120437591,In Store Credit Card Signup Discount; ID45.3694,No,,,
Detroit - 2014-03-27,Central,Commercial,Detroit,2014-03-27,39222.0,16600,32.0,122.0,0.73,11.85,0.120437591,In Store Credit Card Signup Discount; ID13.2466,No,,,
Detroit - 2014-03-28,Central,Commercial,Detroit,2014-03-28,62318.0,16600,26.0,156.0,1.37,16.29,0.120437591,In Store Credit Card Signup Discount; ID47.08,No,,,
Detroit - 2014-03-29,Central,Commercial,Detroit,2014-03-29,68499.0,16600,28.0,224.0,1.25,14.39,0.120437591,In Store Credit Card Signup Discount; Spring Product Email ID16.0152,No,,3500.0,
Detroit - 2014-03-30,Central,Commercial,Detroit,2014-03-30,42682.0,16600,17.0,157.0,0.29,16.9,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID72.4191,No,,,
Detroit - 2014-03-31,Central,Commercial,Detroit,2014-03-31,46852.0,16600,14.0,113.0,0.22,8.01,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID11.4576,No,,,
Detroit - 2014-04-01,Central,Commercial,Detroit,2014-04-01,33884.0,16600,14.0,89.0,0.7,13.72,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID1.8794,No,4.0,,0.025360217
Detroit - 2014-04-02,Central,Commercial,Detroit,2014-04-02,38274.0,16600,19.0,105.0,0.0,9.48,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID1.8185,No,,,
Detroit - 2014-04-03,Central,Commercial,Detroit,2014-04-03,33386.0,16600,17.0,98.0,0.03,13.1,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID10.7259,No,,,
Detroit - 2014-04-04,Central,Commercial,Detroit,2014-04-04,35468.0,16600,26.0,126.0,0.41,12.88,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID6.6767,No,,,
Detroit - 2014-04-05,Central,Commercial,Detroit,2014-04-05,56112.0,16600,23.0,215.0,0.64,12.71,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID0.1428,No,,-2750.0,
Detroit - 2014-04-06,Central,Commercial,Detroit,2014-04-06,44025.0,16600,17.0,172.0,0.13,10.75,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID11.2411,No,,,
Detroit - 2014-04-07,Central,Commercial,Detroit,2014-04-07,39147.0,16600,12.0,89.0,0.05,10.71,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID3.4222,No,,,
Detroit - 2014-04-08,Central,Commercial,Detroit,2014-04-08,37046.0,16600,11.0,98.0,0.3,10.21,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID15.0061,No,,,
Detroit - 2014-04-09,Central,Commercial,Detroit,2014-04-09,45075.0,16600,17.0,98.0,0.33,11.19,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID6.504,No,,,
Detroit - 2014-04-10,Central,Commercial,Detroit,2014-04-10,34807.0,16600,25.0,102.0,0.36,12.22,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID2.4608,No,,,
Detroit - 2014-04-11,Central,Commercial,Detroit,2014-04-11,35826.0,16600,28.0,148.0,0.22,8.73,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID8.6632,No,,,
Detroit - 2014-04-12,Central,Commercial,Detroit,2014-04-12,43404.0,16600,19.0,228.0,0.71,8.6,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID14.0388,No,,-4000.0,
Detroit - 2014-04-13,Central,Commercial,Detroit,2014-04-13,40506.0,16600,21.0,163.0,0.84,11.28,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,No,,,
Detroit - 2014-04-14,Central,Commercial,Detroit,2014-04-14,38538.0,16600,10.0,108.0,0.83,7.85,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,No,,,
Detroit - 2014-04-15,Central,Commercial,Detroit,2014-04-15,32924.0,16600,13.0,130.0,0.34,8.5,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,No,,,
Detroit - 2014-04-16,Central,Commercial,Detroit,2014-04-16,37296.0,16600,16.0,120.0,0.2,10.99,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,No,,,
Detroit - 2014-04-17,Central,Commercial,Detroit,2014-04-17,43404.0,16600,21.0,148.0,0.88,8.83,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,No,,,
Detroit - 2014-04-18,Central,Commercial,Detroit,2014-04-18,69245.0,16600,27.0,225.0,0.99,15.58,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,No,,,
Detroit - 2014-04-19,Central,Commercial,Detroit,2014-04-19,64064.0,16600,32.0,266.0,1.3,18.86,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,No,,2750.0,
Detroit - 2014-04-20,Central,Commercial,Detroit,2014-04-20,32477.0,16600,10.0,0.0,0.19,,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID24.917,No,,,
Detroit - 2014-04-21,Central,Commercial,Detroit,2014-04-21,56324.0,16600,14.0,114.0,0.86,18.43,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,No,,,
Detroit - 2014-04-22,Central,Commercial,Detroit,2014-04-22,43576.0,16600,14.0,115.0,0.35,9.55,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,No,,,
Detroit - 2014-04-23,Central,Commercial,Detroit,2014-04-23,41305.0,16600,18.0,108.0,0.65,10.2,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID4.926,No,,,
Detroit - 2014-04-24,Central,Commercial,Detroit,2014-04-24,34525.0,16600,27.0,143.0,0.36,11.71,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,No,,,
Detroit - 2014-04-25,Central,Commercial,Detroit,2014-04-25,61866.0,16600,31.0,155.0,0.58,8.21,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,No,,,
Detroit - 2014-04-26,Central,Commercial,Detroit,2014-04-26,63964.0,16600,27.0,239.0,1.07,9.36,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,No,,2750.0,
Detroit - 2014-04-27,Central,Commercial,Detroit,2014-04-27,51133.0,16600,18.0,155.0,0.49,9.72,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,No,,,
Detroit - 2014-04-28,Central,Commercial,Detroit,2014-04-28,46746.0,16600,12.0,96.0,0.5,8.05,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,No,,,
Detroit - 2014-04-29,Central,Commercial,Detroit,2014-04-29,45767.0,16600,10.0,74.0,0.55,9.46,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,No,,,
Detroit - 2014-04-30,Central,Commercial,Detroit,2014-04-30,43024.0,16600,16.0,102.0,0.18,7.96,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,No,,,
Detroit - 2014-05-01,Central,Commercial,Detroit,2014-05-01,47958.0,16600,18.0,103.0,0.29,10.08,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID1.6617,No,,,0.018473973
Detroit - 2014-05-02,Central,Commercial,Detroit,2014-05-02,51610.0,16600,22.0,143.0,0.29,9.61,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.8011,No,,,
Detroit - 2014-05-03,Central,Commercial,Detroit,2014-05-03,45252.0,16600,19.0,209.0,0.47,10.12,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.8798,No,,4500.0,
Detroit - 2014-05-04,Central,Commercial,Detroit,2014-05-04,40939.0,16600,20.0,149.0,0.53,12.23,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID9.7405,No,,,
Detroit - 2014-05-05,Central,Commercial,Detroit,2014-05-05,38786.0,16600,12.0,81.0,0.69,10.6,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID0.6217,No,,,
Detroit - 2014-05-06,Central,Commercial,Detroit,2014-05-06,35607.0,16600,12.0,78.0,0.3,12.19,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID24.2874,No,,,
Detroit - 2014-05-07,Central,Commercial,Detroit,2014-05-07,46777.0,16600,12.0,84.0,0.17,11.57,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID5.594,No,,,
Detroit - 2014-05-08,Central,Commercial,Detroit,2014-05-08,36247.0,16600,20.0,106.0,1.38,8.0,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.0159,No,,,
Detroit - 2014-05-09,Central,Commercial,Detroit,2014-05-09,48319.0,16600,25.0,140.0,1.17,15.83,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID21.9158,No,,,
Detroit - 2014-05-10,Central,Commercial,Detroit,2014-05-10,49092.0,16600,22.0,215.0,0.6,14.83,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID45.1566,No,,500.0,
Detroit - 2014-05-11,Central,Commercial,Detroit,2014-05-11,45925.0,16600,22.0,178.0,0.49,13.18,0.050355131,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID26.6507,No,,,
Detroit - 2014-05-12,Central,Commercial,Detroit,2014-05-12,41106.0,16600,23.0,91.0,0.4,12.43,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID8.0071,No,,,
Detroit - 2014-05-13,Central,Commercial,Detroit,2014-05-13,39509.0,16600,11.0,94.0,0.22,9.37,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,No,,,
Detroit - 2014-05-14,Central,Commercial,Detroit,2014-05-14,26833.0,16600,18.0,97.0,0.15,14.05,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,No,,,
Detroit - 2014-05-15,Central,Commercial,Detroit,2014-05-15,32433.0,16600,20.0,125.0,0.87,11.6,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,No,,,
Detroit - 2014-05-16,Central,Commercial,Detroit,2014-05-16,48734.0,16600,23.0,147.0,0.9,11.99,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,No,,,
Detroit - 2014-05-17,Central,Commercial,Detroit,2014-05-17,45416.0,16600,23.0,210.0,0.83,11.81,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,No,,-250.0,
Detroit - 2014-05-18,Central,Commercial,Detroit,2014-05-18,44900.0,16600,19.0,166.0,0.89,11.15,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,No,,,
Detroit - 2014-05-19,Central,Commercial,Detroit,2014-05-19,43687.0,16600,15.0,109.0,0.1,11.43,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID5.6386,No,,,
Detroit - 2014-05-20,Central,Commercial,Detroit,2014-05-20,40972.0,16600,13.0,109.0,0.65,8.76,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.0117,No,,,
Detroit - 2014-05-21,Central,Commercial,Detroit,2014-05-21,41827.0,16600,17.0,122.0,0.94,10.22,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID46.0198,No,,,
Detroit - 2014-05-22,Central,Commercial,Detroit,2014-05-22,40344.0,16600,18.0,125.0,0.53,10.27,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID102.6724,No,,,
Detroit - 2014-05-23,Central,Commercial,Detroit,2014-05-23,52127.0,16600,19.0,163.0,1.0,9.21,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID26.4268,No,,,
Detroit - 2014-05-24,Central,Commercial,Detroit,2014-05-24,106933.0,16600,73.0,881.0,0.53,10.8,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID44.9422,Yes,,-9000.0,
Detroit - 2014-05-25,Central,Commercial,Detroit,2014-05-25,102772.0,16600,70.0,718.0,0.65,11.18,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID117.3612,Yes,,,
Detroit - 2014-05-26,Central,Commercial,Detroit,2014-05-26,98056.0,16600,43.0,678.0,0.5,13.6,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID113.6161,Yes,,,
Detroit - 2014-05-27,Central,Commercial,Detroit,2014-05-27,30626.0,16600,17.0,88.0,0.18,13.31,0.053888407,In Store Credit Card Signup Discount; ID80.5689,No,,,
Detroit - 2014-05-28,Central,Commercial,Detroit,2014-05-28,35095.0,16600,11.0,116.0,0.76,12.44,0.053888407,In Store Credit Card Signup Discount; ID120.3863,No,,,
Detroit - 2014-05-29,Central,Commercial,Detroit,2014-05-29,40485.0,16600,19.0,97.0,1.05,12.96,0.053888407,In Store Credit Card Signup Discount; ID141.3467,No,,,
Detroit - 2014-05-30,Central,Commercial,Detroit,2014-05-30,40572.0,16600,24.0,122.0,1.32,15.26,0.053888407,In Store Credit Card Signup Discount; ID105.5479,No,,,
Detroit - 2014-05-31,Central,Commercial,Detroit,2014-05-31,38346.0,16600,22.0,198.0,0.95,9.61,0.053888407,In Store Credit Card Signup Discount; ID88.9216,No,,-3000.0,
Detroit - 2014-06-01,Central,Commercial,Detroit,2014-06-01,34726.0,16600,21.0,148.0,0.71,12.94,0.059517753,Promo In Store Credit Card Signup Discount; ID2.0173,No,,,0.010027552
Detroit - 2014-06-02,Central,Commercial,Detroit,2014-06-02,45783.0,16600,22.0,95.0,0.51,9.11,0.059517753,Promo In Store Credit Card Signup Discount; ID7.4773,No,,,
Detroit - 2014-06-03,Central,Commercial,Detroit,2014-06-03,47737.0,16600,12.0,113.0,0.65,10.74,0.059517753,Promo In Store Credit Card Signup Discount; ID10.0684,No,,,
Detroit - 2014-06-04,Central,Commercial,Detroit,2014-06-04,39645.0,16600,19.0,110.0,0.2,13.02,0.059517753,Promo In Store Credit Card Signup Discount; ID12.8373,No,,,
Detroit - 2014-06-05,Central,Commercial,Detroit,2014-06-05,40186.0,16600,25.0,107.0,0.6,11.73,0.059517753,Promo In Store Credit Card Signup Discount; ID6.701,No,,,
Detroit - 2014-06-06,Central,Commercial,Detroit,2014-06-06,41976.0,16600,31.0,120.0,0.39,13.65,0.059517753,Promo In Store Credit Card Signup Discount; ID11.7285,No,,,
Detroit - 2014-06-07,Central,Commercial,Detroit,2014-06-07,43207.0,16600,29.0,183.0,0.95,13.78,0.059517753,Promo In Store Credit Card Signup Discount; ID27.5129,No,,2750.0,
Detroit - 2014-06-08,Central,Commercial,Detroit,2014-06-08,35906.0,16600,19.0,151.0,1.25,11.03,0.064924813,Promo In Store Credit Card Signup Discount; ID31.2453,No,,,
Detroit - 2014-06-09,Central,Commercial,Detroit,2014-06-09,37343.0,16600,11.0,95.0,0.78,14.48,0.064924813,Promo In Store Credit Card Signup Discount; ID21.9931,No,,,
