"Region","Market","Store","Date","Sales","Store_Size","Num_Employees","Num_Customers","Returns_Pct","Pct_On_Sale","Pct_Promotional","Marketing","TouristEvent","Econ_ChangeGDP","EconJobsChange","AnnualizedCPI"
"East","Corporate","Philadelphia","2013-01-27","55481","15700","37","182","1.5","14.66","0.141106073","In Store Credit Card Signup Discount; ID10.2603","No","","",""
"East","Corporate","Philadelphia","2013-01-28","50500","15700","17","78","0.49","15.16","0.141106073","In Store Credit Card Signup Discount; ID17.9229","No","","",""
"East","Corporate","Philadelphia","2013-01-29","51493","15700","27","87","0.69","7.94","0.141106073","In Store Credit Card Signup Discount; ID17.5998","No","","",""
"East","Corporate","Philadelphia","2013-01-30","53103","15700","22","105","0.54","9.26","0.141106073","In Store Credit Card Signup Discount; ID8.2561","No","","",""
"East","Corporate","Philadelphia","2013-01-31","44946","15700","33","143","1.13","7.75","0.141106073","In Store Credit Card Signup Discount; ID17.3524","No","","",""
"East","Corporate","Philadelphia","2013-02-01","56644","15700","32","173","1.14","11.58","0.141106073","In Store Credit Card Signup Discount; ID0.5304","No","","","0.07350199"
"East","Corporate","Philadelphia","2013-02-02","61963","15700","30","283","0.98","8.24","0.141106073","In Store Credit Card Signup Discount; ID3.956","No","","-2500.0",""
"East","Corporate","Philadelphia","2013-02-03","57455","15700","15","156","1.05","7.23","0.11941362","In Store Credit Card Signup Discount; ID4.8827","No","","",""
"East","Corporate","Philadelphia","2013-02-04","45633","15700","15","117","0.47","9.98","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.3888","No","","",""
"East","Corporate","Philadelphia","2013-02-05","46066","15700","16","117","0.72","7.21","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.2195","No","","",""
"East","Corporate","Philadelphia","2013-02-06","53132","15700","20","114","1.14","6.6","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.669","No","","",""
"East","Corporate","Philadelphia","2013-02-07","49638","15700","24","114","1.04","12.26","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.5578","No","","",""
"East","Corporate","Philadelphia","2013-02-08","56361","15700","46","191","0.91","17.0","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4764","No","","",""
"East","Corporate","Philadelphia","2013-02-09","80969","15700","26","326","1.29","16.27","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.4304","No","","250.0",""
"East","Corporate","Philadelphia","2013-02-10","67314","15700","24","235","1.33","16.96","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.4839","No","","",""
"East","Corporate","Philadelphia","2013-02-11","43742","15700","21","140","0.44","14.94","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.3874","No","","",""
"East","Corporate","Philadelphia","2013-02-12","67691","15700","31","149","0.56","11.77","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID10.7491","No","","",""
"East","Corporate","Philadelphia","2013-02-13","45803","15700","17","140","0.5","15.71","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.9163","No","","",""
"East","Corporate","Philadelphia","2013-02-14","58641","15700","28","188","0.76","10.42","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID24.863","No","","",""
"East","Corporate","Philadelphia","2013-02-15","51558","15700","34","196","1.25","10.44","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID19.838","No","","",""
"East","Corporate","Philadelphia","2013-02-16","154237","15700","106","1190","1.59","11.69","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.5073","Yes","","5000.0",""
"East","Corporate","Philadelphia","2013-02-17","118496","15700","48","902","1.57","11.79","0.064672417","In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.1855","Yes","","",""
"East","Corporate","Philadelphia","2013-02-18","113859","15700","42","759","0.77","14.1","0.064672417","In Store Credit Card Signup Discount; Presidents Day Email Blast ID14.1222","Yes","","",""
"East","Corporate","Philadelphia","2013-02-19","44020","15700","30","96","0.67","11.65","0.064672417","Feb. In Store Credit Card Signup Discount; ID4.6952","No","","",""
"East","Corporate","Philadelphia","2013-02-20","34326","15700","20","118","0.72","12.93","0.064672417","Feb. In Store Credit Card Signup Discount; ID24.7204","No","","",""
"East","Corporate","Philadelphia","2013-02-21","47280","15700","33","100","0.23","9.65","0.064672417","Feb. In Store Credit Card Signup Discount; ID24.4139","No","","",""
"East","Corporate","Philadelphia","2013-02-22","49506","15700","44","140","0.6","10.13","0.064672417","Feb. In Store Credit Card Signup Discount; ID11.1753","No","","",""
"East","Corporate","Philadelphia","2013-02-23","62562","15700","38","240","0.32","10.59","0.064672417","Feb. In Store Credit Card Signup Discount; ID0.1717","No","","-7250.0",""
"East","Corporate","Philadelphia","2013-02-24","48780","15700","29","170","0.41","7.73","0.060196641","Feb. In Store Credit Card Signup Discount; ID2.6623","No","","",""
"East","Corporate","Philadelphia","2013-02-25","54579","15700","29","105","0.13","7.63","0.060196641","Feb. In Store Credit Card Signup Discount; ID48.0583","No","","",""
"East","Corporate","Philadelphia","2013-02-26","53930","15700","15","96","0.18","8.0","0.060196641","Feb. In Store Credit Card Signup Discount; ID9.2267","No","","",""
"East","Corporate","Philadelphia","2013-02-27","56624","15700","23","105","0.26","8.38","0.060196641","Feb. In Store Credit Card Signup Discount; ID43.1332","No","","",""
"East","Corporate","Philadelphia","2013-02-28","50793","15700","36","118","0.51","11.11","0.060196641","Feb. In Store Credit Card Signup Discount; ID36.1579","No","","",""
"East","Corporate","Philadelphia","2013-03-01","62563","15700","29","166","1.28","8.41","0.060196641","In Store Credit Card Signup Discount; ID2.1744","No","","","-0.034766141"
"East","Corporate","Philadelphia","2013-03-02","73088","15700","29","253","0.82","7.37","0.060196641","In Store Credit Card Signup Discount; ID2.3823","No","","-5750.0",""
"East","Corporate","Philadelphia","2013-03-03","54216","15700","25","166","0.41","8.99","0.066422854","In Store Credit Card Signup Discount; ID7.7571","No","","",""
"East","Corporate","Philadelphia","2013-03-04","65566","15700","24","114","0.01","6.47","0.066422854","In Store Credit Card Signup Discount; ID7.647","No","","",""
"East","Corporate","Philadelphia","2013-03-05","45190","15700","17","92","0.66","9.11","0.066422854","In Store Credit Card Signup Discount; ID4.1778","No","","",""
"East","Corporate","Philadelphia","2013-03-06","65256","15700","19","105","0.65","9.96","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID7.062","No","","",""
"East","Corporate","Philadelphia","2013-03-07","58460","15700","26","114","0.64","9.14","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID12.1089","No","","",""
"East","Corporate","Philadelphia","2013-03-08","63427","15700","27","141","0.47","12.52","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID3.4575","No","","",""
"East","Corporate","Philadelphia","2013-03-09","74105","15700","26","294","0.68","8.63","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID21.341","No","","-250.0",""
"East","Corporate","Philadelphia","2013-03-10","51200","15700","61","206","0.6","10.32","0.049576671","In Store Credit Card Signup Discount; ID13.1065","No","","",""
"East","Corporate","Philadelphia","2013-03-11","61658","15700","16","114","0.38","10.81","0.049576671","In Store Credit Card Signup Discount; ID4.7213","No","","",""
"East","Corporate","Philadelphia","2013-03-12","52338","15700","18","105","0.14","10.13","0.049576671","In Store Credit Card Signup Discount; ID23.7422","No","","",""
"East","Corporate","Philadelphia","2013-03-13","50639","15700","20","118","0.38","9.13","0.049576671","In Store Credit Card Signup Discount; ID3.5684","No","","",""
"East","Corporate","Philadelphia","2013-03-14","55281","15700","41","136","0.66","10.87","0.049576671","In Store Credit Card Signup Discount; ID39.9339","No","","",""
"East","Corporate","Philadelphia","2013-03-15","64014","15700","44","184","0.39","9.51","0.049576671","In Store Credit Card Signup Discount; ID0.8722","No","","",""
"East","Corporate","Philadelphia","2013-03-16","97248","15700","41","328","0.4","13.91","0.049576671","In Store Credit Card Signup Discount; ID0.6805","No","","-5500.0",""
"East","Corporate","Philadelphia","2013-03-17","72894","15700","37","233","1.1","16.82","0.046666538","In Store Credit Card Signup Discount; ID43.297","No","","",""
"East","Corporate","Philadelphia","2013-03-18","57391","15700","21","145","0.4","6.67","0.046666538","In Store Credit Card Signup Discount; ID35.1091","No","","",""
"East","Corporate","Philadelphia","2013-03-19","68274","15700","15","114","0.65","8.32","0.046666538","In Store Credit Card Signup Discount; ID20.4801","No","","",""
"East","Corporate","Philadelphia","2013-03-20","57489","15700","25","141","0.65","6.59","0.046666538","In Store Credit Card Signup Discount; ID32.4323","No","","",""
"East","Corporate","Philadelphia","2013-03-21","52470","15700","34","154","0.64","7.24","0.046666538","In Store Credit Card Signup Discount; ID55.8489","No","","",""
"East","Corporate","Philadelphia","2013-03-22","58655","15700","51","207","0.55","9.59","0.046666538","In Store Credit Card Signup Discount; ID55.8118","No","","",""
"East","Corporate","Philadelphia","2013-03-23","69722","15700","34","281","0.77","6.91","0.046666538","In Store Credit Card Signup Discount; ID10.4329","No","","6000.0",""
"East","Corporate","Philadelphia","2013-03-24","79295","15700","27","215","1.09","6.75","0.035235434","In Store Credit Card Signup Discount; ID25.4522","No","","",""
"East","Corporate","Philadelphia","2013-03-25","69379","15700","23","171","0.43","8.53","0.035235434","In Store Credit Card Signup Discount; ID22.6572","No","","",""
"East","Corporate","Philadelphia","2013-03-26","63557","15700","18","158","0.38","9.55","0.035235434","In Store Credit Card Signup Discount; ID68.2947","No","","",""
"East","Corporate","Philadelphia","2013-03-27","60798","15700","24","167","0.68","8.31","0.035235434","In Store Credit Card Signup Discount; ID77.6169","No","","",""
"East","Corporate","Philadelphia","2013-03-28","64010","15700","29","180","1.08","6.88","0.035235434","In Store Credit Card Signup Discount; ID31.2638","No","","",""
"East","Corporate","Philadelphia","2013-03-29","79834","15700","37","251","0.55","8.13","0.035235434","In Store Credit Card Signup Discount; ID54.4405","No","","",""
"East","Corporate","Philadelphia","2013-03-30","82225","15700","29","317","1.0","7.97","0.035235434","In Store Credit Card Signup Discount; Spring Product Email ID11.7708","No","","9250.0",""
"East","Corporate","Philadelphia","2013-03-31","47556","15700","12","0","0.44","6.68","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID33.1932","No","","",""
"East","Corporate","Philadelphia","2013-04-01","67497","15700","17","172","0.83","9.25","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID1.6361","No","0.8","","-0.025726969"
"East","Corporate","Philadelphia","2013-04-02","61698","15700","19","150","0.89","6.53","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID1.4319","No","","",""
"East","Corporate","Philadelphia","2013-04-03","65300","15700","30","176","0.48","6.5","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID2.4441","No","","",""
"East","Corporate","Philadelphia","2013-04-04","53170","15700","40","176","0.96","8.0","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID11.9657","No","","",""
"East","Corporate","Philadelphia","2013-04-05","88866","15700","33","255","1.05","10.73","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID13.2151","No","","",""
"East","Corporate","Philadelphia","2013-04-06","87143","15700","34","317","0.64","8.65","0.030184014","In Store Credit Card Signup Discount; Spring Product Email ID19.378","No","","4250.0",""
"East","Corporate","Philadelphia","2013-04-07","53175","15700","29","220","0.36","9.44","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID2.5939","No","","",""
"East","Corporate","Philadelphia","2013-04-08","57735","15700","17","133","0.23","8.4","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID4.0752","No","","",""
"East","Corporate","Philadelphia","2013-04-09","56743","15700","18","101","0.07","10.53","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID21.2443","No","","",""
"East","Corporate","Philadelphia","2013-04-10","57210","15700","19","106","0.06","8.64","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID25.1982","No","","",""
"East","Corporate","Philadelphia","2013-04-11","67788","15700","32","137","0.56","7.13","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID40.0188","No","","",""
"East","Corporate","Philadelphia","2013-04-12","62286","15700","36","194","0.18","9.96","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID43.7348","No","","",""
"East","Corporate","Philadelphia","2013-04-13","62133","15700","33","291","1.3","9.36","0.038190223","In Store Credit Card Signup Discount; Spring Product Email ID0.7109","No","","2500.0",""
"East","Corporate","Philadelphia","2013-04-14","66940","15700","28","229","0.79","10.19","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID9.648","No","","",""
"East","Corporate","Philadelphia","2013-04-15","46503","15700","18","92","0.5","8.9","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID54.2025","No","","",""
"East","Corporate","Philadelphia","2013-04-16","59137","15700","22","106","0.55","7.74","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID6.6353","No","","",""
"East","Corporate","Philadelphia","2013-04-17","61607","15700","19","124","0.29","8.71","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID58.9322","No","","",""
"East","Corporate","Philadelphia","2013-04-18","43996","15700","33","119","0.56","11.92","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID35.3558","No","","",""
"East","Corporate","Philadelphia","2013-04-19","65194","15700","38","176","0.99","10.85","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID15.5263","No","","",""
"East","Corporate","Philadelphia","2013-04-20","69515","15700","35","274","1.07","10.57","0.042555103","In Store Credit Card Signup Discount; Spring Product Email ID73.9225","No","","-4750.0",""
"East","Corporate","Philadelphia","2013-04-21","58095","15700","35","199","0.82","12.39","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID6.8323","No","","",""
"East","Corporate","Philadelphia","2013-04-22","61062","15700","21","110","0.47","10.43","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID30.5166","No","","",""
"East","Corporate","Philadelphia","2013-04-23","69615","15700","15","124","0.56","7.29","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID28.3475","No","","",""
"East","Corporate","Philadelphia","2013-04-24","67613","15700","23","115","0.4","9.61","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID53.8921","No","","",""
"East","Corporate","Philadelphia","2013-04-25","52736","15700","30","128","0.29","10.95","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID52.403","No","","",""
"East","Corporate","Philadelphia","2013-04-26","62041","15700","40","185","1.07","9.32","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID66.8268","No","","",""
"East","Corporate","Philadelphia","2013-04-27","81078","15700","26","310","0.82","7.06","0.049642434","In Store Credit Card Signup Discount; Spring Product Email ID5.7472","No","","-11250.0",""
"East","Corporate","Philadelphia","2013-04-28","65525","15700","27","203","0.71","8.18","0.046784642","In Store Credit Card Signup Discount; Spring Product Email ID39.664","No","","",""
"East","Corporate","Philadelphia","2013-04-29","55537","15700","16","128","0.68","10.93","0.046784642","In Store Credit Card Signup Discount; Spring Product Email ID20.1465","No","","",""
"East","Corporate","Philadelphia","2013-04-30","45956","15700","16","115","0.84","8.0","0.046784642","In Store Credit Card Signup Discount; Spring Product Email ID92.3927","No","","",""
"East","Corporate","Philadelphia","2013-05-01","61859","15700","20","124","0.25","11.47","0.046784642","In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.004","No","","","0.006282172"
"East","Corporate","Philadelphia","2013-05-02","52768","15700","23","137","0.25","10.55","0.046784642","In Store Credit Card Signup Discount; Ready for Summer Campaign ID3.7808","No","","",""
"East","Corporate","Philadelphia","2013-05-03","65527","15700","24","173","1.03","12.14","0.046784642","In Store Credit Card Signup Discount; Ready for Summer Campaign ID6.8428","No","","",""
"East","Corporate","Philadelphia","2013-05-04","70526","15700","37","288","0.46","11.04","0.046784642","In Store Credit Card Signup Discount; Ready for Summer Campaign ID3.5895","No","","-4750.0",""
"East","Corporate","Philadelphia","2013-05-05","67566","15700","26","230","0.65","11.15","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID22.6998","No","","",""
"East","Corporate","Philadelphia","2013-05-06","57438","15700","16","151","0.62","8.7","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID27.6853","No","","",""
"East","Corporate","Philadelphia","2013-05-07","57682","15700","15","137","0.22","8.25","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID29.6684","No","","",""
"East","Corporate","Philadelphia","2013-05-08","62173","15700","15","142","0.65","8.21","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID33.4619","No","","",""
"East","Corporate","Philadelphia","2013-05-09","74119","15700","32","155","0.35","6.33","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID27.6096","No","","",""
"East","Corporate","Philadelphia","2013-05-10","72687","15700","32","204","0.65","8.48","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID36.1829","No","","",""
"East","Corporate","Philadelphia","2013-05-11","71898","15700","34","310","0.81","10.85","0.055547634","In Store Credit Card Signup Discount; Ready for Summer Campaign ID52.2713","No","","2750.0",""
"East","Corporate","Philadelphia","2013-05-12","52078","15700","32","213","0.5","9.12","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign ID19.1345","No","","",""
"East","Corporate","Philadelphia","2013-05-13","60400","15700","18","89","0.33","9.61","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID22.8232","No","","",""
"East","Corporate","Philadelphia","2013-05-14","50828","15700","15","107","0.57","8.52","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID50.2579","No","","",""
"East","Corporate","Philadelphia","2013-05-15","59353","15700","22","138","0.77","9.03","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID45.5609","No","","",""
"East","Corporate","Philadelphia","2013-05-16","61104","15700","27","164","0.42","7.72","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2695","No","","",""
"East","Corporate","Philadelphia","2013-05-17","62021","15700","26","244","0.5","8.98","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID76.1944","No","","",""
"East","Corporate","Philadelphia","2013-05-18","70817","15700","28","315","0.88","6.0","0.062786754","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID25.4125","No","","250.0",""
"East","Corporate","Philadelphia","2013-05-19","79140","15700","33","236","0.73","7.04","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID41.8871","No","","",""
"East","Corporate","Philadelphia","2013-05-20","63527","15700","18","134","0.28","7.95","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID4.5066","No","","",""
"East","Corporate","Philadelphia","2013-05-21","59158","15700","21","129","0.82","5.55","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.7296","No","","",""
"East","Corporate","Philadelphia","2013-05-22","68313","15700","24","152","0.57","8.04","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID2.5287","No","","",""
"East","Corporate","Philadelphia","2013-05-23","80538","15700","34","213","0.6","10.13","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID28.6975","No","","",""
"East","Corporate","Philadelphia","2013-05-24","64509","15700","36","249","1.06","11.67","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID40.3356","No","","",""
"East","Corporate","Philadelphia","2013-05-25","145705","15700","68","1441","0.69","12.76","0.058357776","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID101.7655","Yes","","6000.0",""
"East","Corporate","Philadelphia","2013-05-26","115521","15700","70","956","0.64","12.08","0.056013089","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID94.5782","Yes","","",""
"East","Corporate","Philadelphia","2013-05-27","137842","15700","43","988","0.49","16.13","0.056013089","In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID105.8574","Yes","","",""
"East","Corporate","Philadelphia","2013-05-28","74039","15700","28","147","0.79","14.44","0.056013089","In Store Credit Card Signup Discount; ID88.397","No","","",""
"East","Corporate","Philadelphia","2013-05-29","65022","15700","18","147","0.44","13.93","0.056013089","In Store Credit Card Signup Discount; ID135.5632","No","","",""
"East","Corporate","Philadelphia","2013-05-30","63089","15700","36","138","0.92","8.46","0.056013089","In Store Credit Card Signup Discount; ID133.0327","No","","",""
"East","Corporate","Philadelphia","2013-05-31","54891","15700","34","204","0.45","10.12","0.056013089","In Store Credit Card Signup Discount; ID88.8911","No","","",""
"East","Corporate","Philadelphia","2013-06-01","67756","15700","32","325","0.35","10.09","0.056013089","In Store Credit Card Signup Discount; ID0.1301","No","","2500.0","0.02395734"
"East","Corporate","Philadelphia","2013-06-02","66285","15700","31","249","1.22","11.2","0.057862146","In Store Credit Card Signup Discount; ID9.6054","No","","",""
"East","Corporate","Philadelphia","2013-06-03","68300","15700","21","165","0.7","9.04","0.057862146","In Store Credit Card Signup Discount; ID7.1591","No","","",""
"East","Corporate","Philadelphia","2013-06-04","62032","15700","20","152","0.76","10.78","0.057862146","In Store Credit Card Signup Discount; ID9.4835","No","","",""
"East","Corporate","Philadelphia","2013-06-05","67967","15700","18","160","0.92","8.84","0.057862146","In Store Credit Card Signup Discount; ID6.0329","No","","",""
"East","Corporate","Philadelphia","2013-06-06","77481","15700","42","169","0.62","9.88","0.057862146","In Store Credit Card Signup Discount; ID11.7941","No","","",""
"East","Corporate","Philadelphia","2013-06-07","71073","15700","30","205","1.25","10.56","0.057862146","In Store Credit Card Signup Discount; ID24.8178","No","","",""
"East","Corporate","Philadelphia","2013-06-08","73658","15700","30","325","0.74","11.93","0.057862146","In Store Credit Card Signup Discount; ID26.0118","No","","-6000.0",""
"East","Corporate","Philadelphia","2013-06-09","66214","15700","42","219","1.66","10.71","0.059632601","In Store Credit Card Signup Discount; ID5.9252","No","","",""
"East","Corporate","Philadelphia","2013-06-10","64908","15700","20","147","0.81","9.4","0.059632601","In Store Credit Card Signup Discount; ID10.0629","No","","",""
"East","Corporate","Philadelphia","2013-06-11","59804","15700","15","156","0.59","9.17","0.059632601","In Store Credit Card Signup Discount; ID1.0315","No","","",""
"East","Corporate","Philadelphia","2013-06-12","70585","15700","16","147","0.7","12.01","0.059632601","In Store Credit Card Signup Discount; ID61.1825","No","","",""
"East","Corporate","Philadelphia","2013-06-13","63795","15700","32","192","1.27","14.8","0.059632601","In Store Credit Card Signup Discount; ID17.095","No","","",""
"East","Corporate","Philadelphia","2013-06-14","68399","15700","28","214","1.14","10.69","0.059632601","In Store Credit Card Signup Discount; ID18.9111","No","","",""
"East","Corporate","Philadelphia","2013-06-15","72731","15700","34","335","0.8","11.73","0.059632601","In Store Credit Card Signup Discount; ID20.2256","No","","3000.0",""
"East","Corporate","Philadelphia","2013-06-16","76261","15700","23","192","0.6","9.0","0.070182492","In Store Credit Card Signup Discount; ID52.8982","No","","",""
"East","Corporate","Philadelphia","2013-06-17","52841","15700","15","129","0.73","13.99","0.070182492","In Store Credit Card Signup Discount; ID87.7254","No","","",""
"East","Corporate","Philadelphia","2013-06-18","57892","15700","21","160","0.77","13.59","0.070182492","In Store Credit Card Signup Discount; ID70.48","No","","",""
"East","Corporate","Philadelphia","2013-06-19","63348","15700","16","165","0.61","12.51","0.070182492","In Store Credit Card Signup Discount; ID37.8644","No","","",""
"East","Corporate","Philadelphia","2013-06-20","62779","15700","31","165","0.53","9.4","0.070182492","In Store Credit Card Signup Discount; ID68.4763","No","","",""
"East","Corporate","Philadelphia","2013-06-21","69500","15700","28","228","0.98","11.11","0.070182492","In Store Credit Card Signup Discount; ID33.6242","No","","",""
"East","Corporate","Philadelphia","2013-06-22","61801","15700","30","291","0.44","13.13","0.070182492","In Store Credit Card Signup Discount; ID4.1158","No","","-1750.0",""
"East","Corporate","Philadelphia","2013-06-23","59220","15700","31","210","0.6","12.25","0.099876869","In Store Credit Card Signup Discount; ID106.9076","No","","",""
"East","Corporate","Philadelphia","2013-06-24","52445","15700","18","157","0.64","12.64","0.099876869","In Store Credit Card Signup Discount; ID97.519","No","","",""
"East","Corporate","Philadelphia","2013-06-25","57759","15700","17","148","0.31","13.06","0.099876869","In Store Credit Card Signup Discount; ID101.3569","No","","",""
"East","Corporate","Philadelphia","2013-06-26","73283","15700","15","179","0.38","11.07","0.099876869","In Store Credit Card Signup Discount; ID121.284","No","","",""
"East","Corporate","Philadelphia","2013-06-27","62798","15700","20","184","0.93","14.48","0.099876869","In Store Credit Card Signup Discount; ID62.3875","No","","",""
"East","Corporate","Philadelphia","2013-06-28","63079","15700","24","215","0.37","13.47","0.099876869","In Store Credit Card Signup Discount; ID152.1192","No","","",""
"East","Corporate","Philadelphia","2013-06-29","63842","15700","37","317","1.23","14.64","0.099876869","In Store Credit Card Signup Discount; ID52.901","No","","-1750.0",""
"East","Corporate","Philadelphia","2013-06-30","64078","15700","33","274","1.18","15.31","0.129279147","July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID54.2341","No","","",""
"East","Corporate","Philadelphia","2013-07-01","55986","15700","20","193","0.67","14.25","0.129279147","July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID0.3794","No","3.1","","0.026921643"
"East","Corporate","Philadelphia","2013-07-02","65732","15700","21","220","0.86","16.61","0.129279147","July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID11.9872","No","","",""
"East","Corporate","Philadelphia","2013-07-03","65802","15700","24","238","0.75","13.84","0.129279147","July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID2.8693","No","","",""
"East","Corporate","Philadelphia","2013-07-04","68036","15700","34","283","0.96","14.59","0.129279147","July In Store Credit Card Signup Discount; ID19.7314","No","","",""
"East","Corporate","Philadelphia","2013-07-05","64554","15700","37","309","1.09","15.99","0.129279147","July In Store Credit Card Signup Discount; ID16.608","No","","",""
"East","Corporate","Philadelphia","2013-07-06","78679","15700","29","372","1.32","15.07","0.129279147","July In Store Credit Card Signup Discount; ID28.3698","No","","3750.0",""
"East","Corporate","Philadelphia","2013-07-07","71354","15700","28","269","0.64","11.16","0.137019061","July In Store Credit Card Signup Discount; ID15.612","No","","",""
"East","Corporate","Philadelphia","2013-07-08","66985","15700","14","193","0.79","12.95","0.137019061","July In Store Credit Card Signup Discount; ID33.6574","No","","",""
"East","Corporate","Philadelphia","2013-07-09","63091","15700","20","197","0.82","12.54","0.137019061","July In Store Credit Card Signup Discount; ID61.1676","No","","",""
"East","Corporate","Philadelphia","2013-07-10","54318","15700","18","206","0.71","11.57","0.137019061","July In Store Credit Card Signup Discount; ID30.0926","No","","",""
"East","Corporate","Philadelphia","2013-07-11","64684","15700","16","202","0.99","13.86","0.137019061","July In Store Credit Card Signup Discount; Half off with email ID33.2649","No","","",""
"East","Corporate","Philadelphia","2013-07-12","67486","15700","29","238","0.98","13.22","0.137019061","July In Store Credit Card Signup Discount; Half off with email ID79.1718","No","","",""
"East","Corporate","Philadelphia","2013-07-13","80126","15700","29","318","1.44","11.63","0.137019061","July In Store Credit Card Signup Discount; Half off with email ID21.2165","No","","-3500.0",""
"East","Corporate","Philadelphia","2013-07-14","59657","15700","25","247","0.31","12.47","0.11752242","July In Store Credit Card Signup Discount; Half off with email ID7.809","No","","",""
"East","Corporate","Philadelphia","2013-07-15","73362","15700","15","206","0.54","11.64","0.11752242","July In Store Credit Card Signup Discount; ID13.233","No","","",""
"East","Corporate","Philadelphia","2013-07-16","67749","15700","20","242","0.41","11.15","0.11752242","July In Store Credit Card Signup Discount; ID65.3147","No","","",""
"East","Corporate","Philadelphia","2013-07-17","75336","15700","15","215","0.43","12.84","0.11752242","July In Store Credit Card Signup Discount; ID68.1568","No","","",""
